invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
57-675-2787,5249145922,Female,80,Toys,5,501,Credit Card,08-04-2021,SM Mall of Asia
65-267-5550,151246386,Male,26,Clothing,3,674,Credit Card,24-01-2021,SM Megamall
24-620-2518,7892742565,Male,20,Electronics,2,1889,Credit Card,19-03-2021,SM Megamall
68-819-4849,464834503,Female,35,Books,2,165,Cash,06-05-2023,SM City North EDSA
49-041-6427,4348600627,Female,22,Beauty,3,468,Credit Card,09-05-2021,SM City Fairview
57-915-1413,5228577998,Female,28,Beauty,1,1170,Cash,20-10-2021,SM City North EDSA
26-341-8738,3885305518,Female,30,Music,2,1783,Debit,07-09-2023,SM Seaside City Cebu
75-486-3361,305127322,Female,25,Sports Equipment,5,116,Debit,24-01-2022,SM City Cebu
10-285-3708,1431781088,Male,49,Books,2,1012,Credit Card,10-05-2021,SM City North EDSA
19-739-0337,2182570160,Female,59,Sports Equipment,5,198,Credit Card,02-01-2023,SM Mall of Asia
35-614-9050,9678064316,Male,48,Home Goods,3,918,Credit Card,03-03-2023,SM City North EDSA
00-691-3309,1396446575,Female,19,Home Goods,5,1840,Debit,07-05-2022,SM Mall of Asia
31-063-4172,2167395892,Female,61,Sports Equipment,1,1835,Cash,12-05-2021,SM Mall of Asia
04-617-3838,5921513555,Female,69,Books,2,572,Cash,03-05-2022,SM City Fairview
36-103-4235,4387057564,Female,16,Sports Equipment,2,1330,Debit,17-07-2022,SM City Cebu
78-223-7618,1788848950,Male,58,Beauty,2,1499,Credit Card,17-12-2022,SM City Cebu
24-990-3027,3860817795,Male,15,Music,5,1335,Cash,23-11-2021,SM Mall of Asia
31-252-4964,2956230786,Male,19,Music,4,577,Cash,02-02-2022,SM City Fairview
82-376-4111,1980924708,Female,24,Toys,3,1581,Cash,09-08-2021,SM Mall of Asia
34-868-2931,1227014392,Female,71,Toys,5,593,Cash,05-08-2023,SM City Cebu
19-436-4838,2764506910,Female,58,Pet Supplies,5,581,Debit,12-07-2023,SM Seaside City Cebu
44-319-7189,2744896055,Female,38,Clothing,1,1531,Cash,22-12-2022,SM City North EDSA
95-633-9908,5361589780,Female,17,Pet Supplies,4,1649,Cash,22-03-2023,SM Seaside City Cebu
19-065-1647,9814751618,Male,39,Electronics,5,229,Debit,25-01-2021,SM City North EDSA
97-783-6043,3607867194,Female,32,Home Goods,1,785,Cash,13-10-2022,SM Seaside City Cebu
00-243-3944,5226400926,Female,51,Sports Equipment,4,451,Cash,25-10-2023,SM Megamall
07-353-0208,4952978982,Female,32,Beauty,5,1830,Cash,25-06-2021,SM City Cebu
80-222-8290,1232410039,Female,47,Food,4,1497,Credit Card,21-11-2022,SM Megamall
50-523-1521,9255822616,Male,48,Electronics,4,1324,Credit Card,06-03-2022,SM City North EDSA
73-557-9492,7651375963,Male,16,Books,1,1506,Debit,03-06-2021,SM City Fairview
25-823-0920,759889112,Female,69,Home Goods,4,941,Credit Card,20-11-2023,SM City Cebu
07-251-4175,6512302397,Male,41,Music,3,362,Debit,22-02-2023,SM City Fairview
11-547-7496,854070893,Male,57,Food,4,1122,Credit Card,06-02-2022,SM City Fairview
74-799-2375,2832932355,Male,73,Beauty,2,693,Debit,22-02-2021,SM Seaside City Cebu
85-755-6049,9600693277,Female,23,Pet Supplies,1,808,Credit Card,17-07-2021,SM City North EDSA
38-692-1963,2079981781,Male,24,Home Goods,4,1830,Cash,27-01-2023,SM Seaside City Cebu
01-582-8201,9235157811,Female,42,Home Goods,2,1772,Credit Card,13-07-2021,SM City Fairview
57-853-8393,5699681248,Male,48,Electronics,3,39,Credit Card,19-08-2021,SM City Fairview
91-153-0217,2418360369,Female,31,Electronics,5,211,Cash,24-10-2023,SM Seaside City Cebu
30-185-2070,9110140050,Male,57,Pet Supplies,5,902,Credit Card,04-04-2022,SM Megamall
12-827-6209,4928450035,Male,62,Music,1,1076,Cash,27-04-2022,SM City Fairview
99-173-5303,3374296750,Male,45,Clothing,3,139,Credit Card,07-04-2023,SM Megamall
54-472-5101,4382898048,Female,18,Food,5,333,Debit,13-09-2023,SM Seaside City Cebu
27-527-0251,6659763325,Male,77,Sports Equipment,1,1058,Debit,30-01-2022,SM City North EDSA
66-294-7365,1512617024,Female,35,Pet Supplies,3,1094,Cash,06-10-2023,SM City Cebu
85-555-7663,3787201335,Female,36,Pet Supplies,5,67,Credit Card,22-03-2021,SM City Cebu
42-358-7675,631408592,Male,45,Beauty,4,708,Debit,10-03-2021,SM City Cebu
29-801-2735,7983377940,Female,64,Home Goods,4,833,Cash,15-03-2021,SM Megamall
03-217-2920,8925881179,Female,49,Pet Supplies,4,492,Debit,21-06-2022,SM City North EDSA
49-821-1369,4482967610,Male,69,Pet Supplies,2,267,Credit Card,17-02-2021,SM City Fairview
60-628-9646,3365227938,Female,19,Clothing,1,765,Cash,25-07-2023,SM Megamall
63-408-6923,4535855005,Female,26,Home Goods,3,620,Debit,04-07-2022,SM Megamall
22-370-9278,5181516084,Female,73,Home Goods,4,1659,Cash,13-06-2021,SM Megamall
43-159-1200,7960306826,Male,61,Books,1,386,Debit,09-01-2022,SM City Fairview
48-072-8222,1289342865,Female,80,Beauty,1,1127,Debit,18-10-2023,SM City Fairview
67-376-4137,7444504903,Male,41,Books,5,1954,Cash,14-09-2022,SM City Cebu
07-573-8951,6265290088,Female,67,Pet Supplies,2,808,Debit,08-03-2022,SM Seaside City Cebu
53-311-1394,1767310951,Female,20,Toys,1,385,Cash,13-11-2022,SM Seaside City Cebu
14-314-8756,2276804661,Female,72,Sports Equipment,5,1429,Debit,18-10-2022,SM Mall of Asia
22-012-9183,8251207029,Male,74,Pet Supplies,1,1353,Debit,13-10-2022,SM Mall of Asia
60-371-3668,2381178252,Female,63,Books,3,173,Debit,07-02-2023,SM Mall of Asia
01-367-2988,4882678896,Male,33,Sports Equipment,2,328,Credit Card,30-10-2022,SM City Cebu
09-417-2850,4494459364,Female,68,Music,2,181,Debit,31-12-2021,SM City North EDSA
20-781-5558,6907971410,Male,17,Beauty,1,297,Cash,30-11-2022,SM Mall of Asia
97-991-0523,6997866484,Female,51,Food,1,199,Cash,11-12-2023,SM City Fairview
87-985-7748,1466437200,Male,69,Home Goods,2,1777,Debit,21-02-2022,SM City Fairview
94-996-3661,1523519819,Female,80,Clothing,5,1378,Credit Card,04-02-2021,SM City Cebu
35-379-8075,1684284732,Female,19,Toys,4,857,Cash,23-01-2022,SM Mall of Asia
57-606-5217,5085526309,Female,24,Electronics,4,434,Cash,15-03-2023,SM Megamall
35-936-9890,8491325379,Male,15,Books,1,1770,Debit,20-02-2023,SM City Fairview
42-158-1271,6408179746,Female,28,Home Goods,5,1453,Debit,19-11-2021,SM Seaside City Cebu
36-176-6986,43407919,Male,47,Beauty,1,954,Cash,01-01-2023,SM Megamall
31-241-3721,2407371577,Male,63,Home Goods,4,1111,Credit Card,18-03-2023,SM City Fairview
02-162-1016,943138760,Female,76,Food,3,1415,Credit Card,04-12-2021,SM Seaside City Cebu
05-174-0159,2627617974,Female,18,Pet Supplies,3,1946,Debit,19-02-2023,SM City Fairview
66-474-3232,2029226335,Male,27,Sports Equipment,4,144,Cash,08-02-2021,SM City Fairview
57-698-3505,5568109117,Female,70,Books,3,696,Cash,07-12-2022,SM City North EDSA
71-297-1282,2037738307,Male,53,Books,3,234,Cash,26-12-2022,SM Megamall
59-446-8519,4235507842,Male,51,Pet Supplies,1,246,Cash,04-04-2023,SM City Fairview
66-114-0974,6380137386,Female,45,Home Goods,1,334,Credit Card,03-07-2022,SM City Fairview
50-710-7197,2894072791,Male,63,Toys,4,640,Cash,09-12-2021,SM Mall of Asia
36-849-2126,1426317565,Male,77,Electronics,1,210,Debit,12-05-2021,SM City North EDSA
26-693-4309,4677824061,Female,69,Clothing,4,1583,Debit,08-08-2023,SM Megamall
22-207-0688,6257710200,Female,58,Sports Equipment,4,1273,Cash,16-02-2023,SM Seaside City Cebu
81-706-0095,3455319998,Male,19,Music,5,524,Cash,18-05-2021,SM City North EDSA
75-000-7150,5366950325,Female,38,Electronics,1,1297,Cash,01-10-2022,SM City Cebu
04-475-4784,8454949143,Male,69,Home Goods,1,435,Debit,30-10-2022,SM City Cebu
40-016-0253,3599393842,Male,37,Electronics,1,855,Credit Card,28-10-2023,SM Mall of Asia
61-559-0644,3755563967,Female,73,Sports Equipment,1,796,Cash,06-03-2021,SM City North EDSA
25-665-1411,6197515237,Female,21,Home Goods,5,673,Debit,05-08-2022,SM City Cebu
55-632-5590,2500025896,Female,25,Food,5,1458,Debit,03-07-2021,SM City North EDSA
87-209-4759,9436853335,Male,21,Toys,3,1802,Cash,30-07-2023,SM Mall of Asia
96-588-4106,1496217675,Female,49,Home Goods,4,1682,Cash,04-01-2023,SM City North EDSA
44-584-2436,5900522008,Male,68,Food,1,210,Cash,16-09-2022,SM City Cebu
98-858-9575,1998160343,Female,42,Electronics,5,1350,Cash,11-12-2023,SM Mall of Asia
04-879-9196,4279837139,Female,50,Toys,5,518,Debit,15-10-2021,SM City North EDSA
90-692-5240,4898631908,Male,18,Pet Supplies,5,1233,Credit Card,03-10-2023,SM Seaside City Cebu
35-743-3734,5081518190,Female,44,Sports Equipment,2,2,Credit Card,19-12-2022,SM Seaside City Cebu
91-637-5944,9245811557,Female,35,Electronics,2,734,Credit Card,15-01-2023,SM City Fairview
90-328-6987,8838983402,Male,60,Music,2,167,Cash,10-06-2022,SM Seaside City Cebu
40-005-9713,4723331980,Male,33,Pet Supplies,3,282,Credit Card,19-01-2023,SM Mall of Asia
53-575-7554,8181697235,Female,38,Music,2,445,Debit,03-10-2023,SM Mall of Asia
88-138-1393,7681206582,Male,70,Music,1,751,Credit Card,12-01-2022,SM Mall of Asia
17-857-0750,4128173800,Male,50,Pet Supplies,3,738,Cash,26-11-2023,SM Seaside City Cebu
66-544-4900,5772826662,Female,72,Home Goods,1,1483,Cash,31-01-2023,SM City North EDSA
54-038-3519,8362194979,Female,19,Music,1,1516,Debit,23-06-2022,SM Megamall
14-870-7270,2776059744,Male,47,Electronics,2,1756,Debit,23-08-2022,SM City North EDSA
91-370-0416,5292566349,Male,45,Beauty,5,1263,Debit,07-01-2021,SM City North EDSA
36-637-2900,8613825516,Male,51,Beauty,2,158,Debit,02-04-2021,SM Mall of Asia
47-182-6394,1069370355,Female,40,Clothing,3,1697,Debit,20-12-2023,SM Seaside City Cebu
38-810-2911,7997369643,Female,80,Electronics,2,1605,Credit Card,03-10-2023,SM Seaside City Cebu
35-017-9487,7361509150,Male,55,Toys,5,889,Cash,06-07-2022,SM City North EDSA
76-607-9163,9214690626,Male,57,Beauty,5,1483,Cash,09-07-2021,SM City North EDSA
52-073-7435,700889523,Male,66,Food,1,1573,Credit Card,29-10-2022,SM Seaside City Cebu
93-729-0626,1421485095,Female,23,Sports Equipment,2,1015,Cash,09-07-2022,SM Seaside City Cebu
03-588-1108,6075457488,Female,16,Sports Equipment,2,1771,Debit,26-08-2023,SM City Fairview
05-765-6852,7409965509,Male,23,Music,2,1825,Credit Card,26-06-2022,SM Megamall
86-502-7508,3828127029,Male,49,Music,2,1123,Credit Card,31-03-2022,SM City North EDSA
67-647-8703,9147675055,Female,39,Sports Equipment,1,1231,Debit,27-07-2021,SM City Fairview
44-077-5836,9225034350,Male,17,Food,3,36,Credit Card,09-01-2022,SM Seaside City Cebu
91-728-3023,8498042860,Male,64,Toys,2,1532,Cash,20-09-2022,SM City Cebu
62-253-4750,3498462881,Female,29,Music,3,741,Cash,04-02-2022,SM City Fairview
58-267-1663,7000981199,Female,29,Toys,2,1714,Credit Card,17-09-2021,SM Seaside City Cebu
99-617-6562,2732146218,Male,35,Music,2,1074,Cash,08-04-2023,SM City Fairview
08-169-9228,6886298976,Female,26,Food,1,16,Debit,16-02-2021,SM City Fairview
11-779-7253,237991934,Female,74,Sports Equipment,3,1368,Credit Card,24-04-2021,SM City North EDSA
81-634-0936,4971792104,Male,71,Music,4,1724,Credit Card,05-09-2023,SM Mall of Asia
42-319-3871,576427705,Female,27,Music,3,111,Debit,02-06-2022,SM City Fairview
21-202-2871,940071258,Female,55,Electronics,2,476,Cash,29-12-2021,SM City Cebu
73-827-9150,5969285269,Female,60,Sports Equipment,4,1884,Cash,09-11-2022,SM Mall of Asia
08-625-0368,977221571,Female,51,Clothing,1,918,Credit Card,22-04-2023,SM Seaside City Cebu
06-323-1199,3206429064,Male,64,Pet Supplies,3,971,Debit,02-04-2021,SM Megamall
53-730-1393,4659741036,Female,40,Clothing,1,835,Debit,21-05-2021,SM City North EDSA
78-576-6037,586454349,Male,80,Electronics,1,370,Cash,27-05-2022,SM City Cebu
17-081-8053,3916706462,Female,35,Food,2,1355,Debit,24-02-2021,SM Mall of Asia
37-931-5575,5307105266,Female,21,Pet Supplies,1,1983,Cash,23-08-2022,SM Mall of Asia
84-192-7088,3424512109,Male,44,Home Goods,2,631,Cash,02-12-2022,SM City Cebu
20-956-3865,4697339835,Female,78,Books,2,18,Credit Card,09-10-2022,SM Seaside City Cebu
88-820-5664,4214254198,Female,56,Food,3,994,Cash,25-12-2022,SM Seaside City Cebu
28-030-8358,1513647881,Female,54,Beauty,3,1450,Cash,28-06-2023,SM City Cebu
15-219-5077,5389902262,Female,37,Toys,5,323,Cash,05-04-2023,SM Mall of Asia
98-194-7590,7086986410,Male,63,Food,1,1177,Credit Card,01-09-2023,SM Seaside City Cebu
24-690-6174,5160351558,Male,52,Home Goods,5,367,Debit,18-08-2022,SM City Cebu
79-455-8074,496880519,Male,56,Electronics,3,1027,Credit Card,15-02-2022,SM City North EDSA
95-911-4351,4463975395,Male,21,Food,4,1920,Cash,02-10-2023,SM Megamall
47-232-1211,9558484814,Female,52,Electronics,1,1227,Credit Card,12-04-2021,SM City North EDSA
05-898-6550,478457057,Male,17,Toys,2,1474,Credit Card,29-08-2023,SM Mall of Asia
77-560-8986,7358695895,Female,18,Beauty,4,23,Credit Card,17-04-2023,SM City North EDSA
06-420-8233,7847972816,Female,37,Clothing,1,1837,Cash,06-01-2023,SM City North EDSA
65-190-7951,1132666589,Male,41,Music,1,568,Debit,24-10-2022,SM City Fairview
34-914-0408,6600249102,Male,32,Music,4,1965,Credit Card,04-06-2022,SM City Fairview
40-397-4882,9705530769,Male,29,Pet Supplies,4,1366,Debit,19-12-2022,SM City North EDSA
12-332-9253,4128978167,Male,71,Beauty,2,658,Debit,21-05-2023,SM City North EDSA
15-593-4917,1889970913,Female,75,Books,1,198,Credit Card,08-05-2022,SM Seaside City Cebu
89-256-2185,3320178563,Female,25,Books,3,974,Debit,08-04-2023,SM Megamall
60-594-8224,5039534612,Female,29,Pet Supplies,1,22,Cash,30-11-2023,SM Seaside City Cebu
56-012-8953,79712444,Female,58,Sports Equipment,3,476,Debit,26-04-2021,SM Seaside City Cebu
02-839-8933,6242558386,Female,41,Pet Supplies,1,1120,Debit,06-05-2023,SM City Fairview
33-314-7702,5635716644,Female,34,Electronics,4,1403,Credit Card,21-01-2023,SM City Cebu
64-677-3319,3271371989,Female,60,Sports Equipment,2,143,Debit,10-05-2021,SM Seaside City Cebu
13-122-1831,1313556246,Male,24,Music,4,1579,Credit Card,06-02-2023,SM Mall of Asia
00-573-7873,734990014,Female,54,Clothing,2,900,Cash,12-04-2021,SM Seaside City Cebu
20-630-4483,6174058131,Female,49,Electronics,1,1089,Debit,05-05-2021,SM Megamall
07-216-0034,5317785022,Male,75,Pet Supplies,1,261,Debit,16-07-2023,SM City Fairview
75-693-5390,882471384,Male,42,Music,5,113,Cash,22-03-2021,SM Mall of Asia
62-542-3933,2312662434,Male,76,Clothing,5,130,Debit,23-09-2022,SM Megamall
85-749-1574,7193041800,Male,35,Food,5,1400,Cash,14-12-2021,SM Mall of Asia
79-208-3330,8536877391,Male,68,Music,2,1138,Debit,23-09-2022,SM Megamall
09-319-1787,3891433271,Male,16,Clothing,1,216,Credit Card,08-01-2023,SM City Cebu
31-228-1235,8797997668,Female,17,Toys,3,1925,Cash,09-10-2022,SM Megamall
56-502-6945,9131852165,Male,33,Clothing,4,338,Cash,03-10-2023,SM Megamall
50-869-0064,8113419349,Male,27,Books,4,73,Cash,26-08-2021,SM City North EDSA
34-721-0824,6302336937,Female,33,Clothing,2,1169,Credit Card,02-08-2021,SM City Cebu
33-936-4887,69223696,Female,40,Music,1,1780,Credit Card,29-03-2022,SM Mall of Asia
30-429-3864,4132624447,Female,72,Food,2,963,Credit Card,11-02-2021,SM City Cebu
46-981-7402,1423213211,Male,77,Toys,3,1358,Cash,12-12-2022,SM Megamall
75-011-7593,3590762292,Male,61,Clothing,2,408,Cash,29-08-2023,SM Seaside City Cebu
08-659-8550,7771093930,Female,19,Pet Supplies,2,1568,Debit,17-03-2023,SM Megamall
42-608-9989,6779916285,Female,36,Pet Supplies,3,484,Credit Card,19-04-2022,SM City Cebu
21-872-0329,8179312232,Male,43,Toys,4,204,Debit,17-01-2023,SM City North EDSA
47-294-6254,8381485363,Female,51,Books,5,184,Debit,13-12-2023,SM City North EDSA
34-325-6099,182397378,Male,16,Music,1,1859,Credit Card,29-03-2021,SM Megamall
44-258-5920,1528008413,Female,69,Home Goods,1,28,Debit,15-08-2023,SM Megamall
57-287-5055,1168508983,Female,40,Electronics,1,1891,Credit Card,16-03-2023,SM City Cebu
83-728-3939,966343794,Female,56,Food,1,894,Debit,06-01-2021,SM City Cebu
63-542-5366,9500017822,Female,79,Home Goods,5,427,Debit,02-08-2021,SM City North EDSA
32-371-7629,6540631731,Male,68,Home Goods,5,1503,Cash,20-06-2022,SM City Cebu
73-411-3509,3501641273,Male,36,Food,1,785,Debit,13-09-2022,SM City Fairview
51-581-7848,2674486023,Male,69,Clothing,5,512,Cash,09-06-2021,SM City Cebu
62-198-2933,9329468098,Female,39,Electronics,4,639,Credit Card,14-06-2021,SM Mall of Asia
17-160-1049,3238490575,Female,45,Toys,3,1665,Debit,09-07-2023,SM City Cebu
18-864-0434,2994940663,Female,22,Pet Supplies,4,763,Credit Card,05-02-2021,SM Mall of Asia
18-524-5701,5291883480,Male,73,Food,5,1752,Debit,12-06-2021,SM Seaside City Cebu
31-922-3142,4470891908,Female,66,Toys,5,1665,Debit,28-11-2023,SM Megamall
15-258-3642,1098094018,Female,46,Sports Equipment,2,538,Cash,11-11-2022,SM Mall of Asia
34-186-3571,323470157,Male,66,Music,4,632,Credit Card,30-06-2021,SM Seaside City Cebu
98-168-4793,8972505943,Male,31,Pet Supplies,3,753,Credit Card,09-03-2021,SM City Cebu
76-014-7455,5745543094,Male,80,Electronics,4,678,Debit,03-01-2023,SM Megamall
39-889-0492,3388410909,Female,70,Food,3,1850,Cash,22-10-2023,SM City Fairview
27-071-1397,9948781341,Female,41,Home Goods,5,1384,Credit Card,18-01-2023,SM City North EDSA
88-133-8662,2102846091,Female,30,Food,2,193,Cash,11-09-2023,SM Seaside City Cebu
44-877-5055,6904454806,Female,28,Pet Supplies,4,700,Credit Card,09-11-2021,SM Megamall
04-570-0691,7387993467,Female,27,Home Goods,1,157,Cash,12-10-2022,SM City North EDSA
30-103-6613,4309429947,Male,55,Toys,3,621,Credit Card,10-10-2021,SM City North EDSA
24-187-0486,2881607209,Male,47,Pet Supplies,2,1971,Debit,10-06-2022,SM City North EDSA
20-190-1395,6596604357,Male,29,Beauty,4,173,Cash,27-07-2023,SM City Fairview
94-461-8620,8458859645,Male,68,Electronics,5,3,Debit,16-05-2023,SM City Cebu
68-468-0098,7038936212,Male,17,Pet Supplies,4,1418,Credit Card,27-01-2021,SM City Cebu
13-423-3319,5152872994,Female,65,Food,5,1040,Debit,23-06-2023,SM City North EDSA
82-879-1135,3885245620,Female,38,Sports Equipment,5,172,Credit Card,20-07-2022,SM City Cebu
42-662-1144,6122641499,Female,69,Books,5,1862,Credit Card,04-03-2022,SM Megamall
27-866-3330,7056879160,Female,79,Electronics,2,801,Credit Card,04-01-2022,SM City Fairview
65-320-0366,8023946390,Female,49,Clothing,1,700,Cash,20-11-2022,SM Seaside City Cebu
42-841-1208,5604731560,Female,28,Books,4,225,Cash,21-12-2023,SM Seaside City Cebu
40-472-7163,6043659999,Female,57,Home Goods,3,1269,Credit Card,28-05-2021,SM City Fairview
08-165-8068,1989389112,Female,69,Food,3,720,Credit Card,17-05-2023,SM Seaside City Cebu
65-797-7155,5805810174,Female,20,Food,1,937,Credit Card,29-10-2021,SM City North EDSA
60-859-1822,5656583325,Male,46,Books,5,1656,Credit Card,05-05-2023,SM City Fairview
09-701-4872,7055052947,Female,45,Pet Supplies,5,346,Debit,30-05-2021,SM Mall of Asia
88-929-6828,7357227294,Female,34,Beauty,2,492,Cash,09-02-2021,SM Mall of Asia
53-848-8411,5544581037,Male,47,Sports Equipment,2,1449,Cash,15-07-2023,SM Mall of Asia
47-784-5601,1146108540,Female,32,Books,3,1029,Cash,27-05-2022,SM City Cebu
33-367-8155,3941215655,Female,42,Toys,3,1112,Debit,28-06-2022,SM Seaside City Cebu
47-960-0447,2406380335,Male,57,Electronics,3,639,Debit,09-06-2022,SM City Fairview
45-994-0003,3066420256,Male,64,Beauty,3,1466,Credit Card,23-02-2023,SM City North EDSA
17-655-1230,5463453683,Female,17,Clothing,1,1616,Credit Card,08-10-2022,SM City North EDSA
44-117-4701,9946098350,Female,19,Home Goods,2,699,Credit Card,04-09-2023,SM City Cebu
75-270-5972,6562736013,Female,80,Toys,5,1498,Credit Card,16-03-2022,SM City Fairview
65-466-9321,5158281467,Male,46,Clothing,3,260,Debit,13-02-2021,SM City Fairview
56-161-7558,9350472503,Male,63,Toys,3,442,Debit,14-08-2021,SM Mall of Asia
91-057-9828,3721133404,Male,73,Music,4,1335,Credit Card,08-02-2021,SM City Cebu
29-226-6038,6574144574,Female,28,Pet Supplies,1,13,Debit,27-03-2022,SM City North EDSA
13-205-9277,7937441631,Male,80,Home Goods,3,1851,Cash,26-04-2022,SM City Cebu
05-597-4340,7549241627,Female,34,Clothing,1,1656,Debit,29-04-2021,SM Mall of Asia
66-864-6027,4811382161,Male,56,Food,2,1735,Credit Card,06-07-2021,SM Megamall
42-791-5711,2373100673,Female,70,Electronics,2,809,Cash,29-10-2022,SM Seaside City Cebu
79-074-5760,9312547623,Male,29,Music,2,469,Debit,25-11-2021,SM City North EDSA
05-350-1208,9048435862,Male,27,Electronics,3,1537,Cash,23-11-2023,SM Seaside City Cebu
83-244-5377,282535373,Female,31,Food,1,784,Cash,06-08-2022,SM Megamall
75-812-3330,6559760049,Male,47,Books,1,66,Credit Card,25-08-2023,SM Seaside City Cebu
80-178-3584,3145593323,Female,15,Pet Supplies,5,1004,Credit Card,28-08-2023,SM City Fairview
41-039-0785,2266690973,Female,73,Toys,5,799,Debit,25-10-2021,SM Mall of Asia
30-275-7430,4195803977,Male,61,Toys,4,209,Debit,21-07-2021,SM Mall of Asia
73-303-1284,1732543445,Female,31,Electronics,1,693,Cash,14-08-2021,SM Megamall
16-387-6621,7521365038,Male,56,Pet Supplies,5,1930,Cash,20-09-2022,SM City North EDSA
30-781-0602,2152897676,Female,46,Food,2,1442,Debit,24-04-2022,SM Megamall
15-539-3324,6782571609,Female,79,Pet Supplies,5,1593,Debit,31-12-2022,SM Mall of Asia
71-040-8409,9329300707,Male,78,Electronics,2,457,Debit,17-03-2022,SM City Cebu
53-647-5603,5883974953,Female,42,Beauty,2,778,Credit Card,15-03-2021,SM Seaside City Cebu
88-741-2228,8683766888,Female,43,Music,3,322,Debit,03-03-2021,SM Megamall
93-609-3194,5143407974,Male,34,Food,1,1784,Credit Card,11-10-2023,SM Megamall
64-499-8264,1085203069,Male,51,Books,1,1887,Credit Card,29-08-2023,SM Megamall
01-942-0420,2799868304,Male,60,Electronics,3,603,Cash,27-12-2021,SM Megamall
11-934-9372,3740335734,Female,79,Electronics,1,850,Debit,21-06-2021,SM City Fairview
77-328-1415,5587309096,Female,74,Music,3,1728,Cash,27-07-2022,SM Megamall
39-631-7568,6657875630,Male,35,Food,4,305,Credit Card,14-06-2021,SM Seaside City Cebu
54-827-2480,2105054536,Female,23,Clothing,5,1518,Cash,04-06-2023,SM City Cebu
26-878-4773,3909379478,Male,64,Books,1,203,Debit,24-05-2021,SM Mall of Asia
70-761-8397,9994701290,Male,59,Sports Equipment,2,1223,Credit Card,14-08-2021,SM Megamall
39-338-7925,2808647409,Male,38,Books,1,627,Debit,02-04-2021,SM Mall of Asia
75-912-0215,9357401474,Female,52,Pet Supplies,2,1433,Credit Card,18-03-2023,SM City Fairview
33-760-2231,2931976814,Female,30,Sports Equipment,2,448,Credit Card,24-10-2022,SM Megamall
15-782-1975,3110064510,Female,57,Toys,5,1005,Debit,23-10-2021,SM City Fairview
63-197-6018,3836984881,Female,29,Toys,1,1586,Debit,28-05-2021,SM Seaside City Cebu
17-885-9200,150506678,Male,42,Beauty,2,817,Credit Card,14-11-2022,SM Mall of Asia
27-782-4556,1837869510,Male,56,Electronics,2,1311,Debit,23-10-2022,SM Megamall
32-374-2785,2321308877,Female,20,Home Goods,1,800,Cash,27-07-2021,SM City Cebu
43-205-2088,1876668024,Male,72,Pet Supplies,2,1478,Credit Card,05-08-2023,SM Megamall
44-615-1439,4255795681,Male,58,Clothing,2,1726,Cash,28-02-2021,SM City Cebu
89-896-8417,8646866947,Female,62,Beauty,2,535,Credit Card,23-07-2023,SM City Fairview
52-055-7774,6042181882,Male,50,Clothing,2,129,Cash,29-04-2021,SM City Cebu
21-029-7679,8524962038,Female,73,Food,2,852,Cash,13-01-2022,SM Mall of Asia
58-327-1345,5570173676,Female,19,Electronics,5,794,Debit,13-12-2023,SM City Cebu
53-550-7377,2319961682,Male,26,Electronics,4,813,Cash,21-02-2023,SM City Fairview
41-563-1702,6596150429,Male,60,Books,5,1252,Credit Card,12-08-2022,SM City North EDSA
81-173-8678,8849167768,Male,77,Music,1,1106,Credit Card,02-01-2022,SM City North EDSA
86-248-4025,904074846,Male,63,Sports Equipment,3,171,Credit Card,06-04-2023,SM Megamall
70-604-2573,1353909514,Female,63,Sports Equipment,4,975,Credit Card,14-11-2021,SM Mall of Asia
79-238-0543,1696531799,Male,63,Music,2,876,Credit Card,10-03-2022,SM Megamall
28-913-2332,5233267993,Female,79,Toys,1,57,Debit,22-01-2021,SM Seaside City Cebu
32-483-5969,2196339393,Female,73,Pet Supplies,4,961,Debit,06-05-2023,SM Mall of Asia
20-664-8819,4927166449,Male,23,Beauty,1,12,Debit,24-11-2021,SM Mall of Asia
98-393-5643,3261812524,Female,56,Home Goods,2,699,Debit,04-07-2021,SM City Fairview
06-940-8608,3413661035,Female,80,Toys,2,839,Credit Card,20-06-2023,SM City North EDSA
93-618-5462,8581380603,Female,70,Music,5,601,Cash,06-10-2023,SM City Cebu
59-424-4705,9806199456,Female,61,Home Goods,3,1804,Debit,17-05-2021,SM City Cebu
69-141-6276,8008201509,Male,48,Electronics,5,631,Cash,06-05-2022,SM City Fairview
76-599-9973,3089634554,Female,58,Beauty,2,716,Debit,06-07-2022,SM City North EDSA
96-412-3753,8954202233,Female,62,Beauty,2,376,Credit Card,06-07-2021,SM City Fairview
81-995-0068,8449120098,Male,74,Beauty,3,373,Cash,05-05-2021,SM Mall of Asia
37-992-1003,1224952960,Female,79,Home Goods,3,857,Debit,01-12-2023,SM City Fairview
90-144-2035,9794456527,Female,60,Pet Supplies,4,657,Debit,11-06-2023,SM Megamall
86-900-6040,2246945925,Female,56,Food,1,1469,Cash,21-08-2021,SM Seaside City Cebu
40-601-2254,4094240977,Female,40,Music,4,1874,Credit Card,25-03-2022,SM City Fairview
14-479-8690,3478521203,Male,45,Sports Equipment,1,1295,Cash,07-01-2022,SM City Cebu
58-897-2568,1145161510,Male,77,Toys,4,137,Cash,16-07-2022,SM City Fairview
